"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000109618",84.4648444510115,0.16163211014297,0.196425637610361,0.822866669083141,0.410583818811828,0.499530482866968,"SEPSECS","51091","Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase"
"ENSG00000092758",9.78227953261498,0.444306640749615,0.540568823891429,0.82192427885714,0.41111999398271,0.500136999457625,"COL9A3","1299","collagen type IX alpha 3 chain"
"ENSG00000022976",85.4309270487741,-0.15513845843187,0.188846222457301,-0.821506813391238,0.411357644754368,0.500380276364825,"ZNF839","55778","zinc finger protein 839"
"ENSG00000169684",4.79453049286509,-0.650327795755559,0.791778144064675,-0.821351032016411,0.411446347380023,0.50044234303127,"CHRNA5","1138","cholinergic receptor nicotinic alpha 5 subunit"
"ENSG00000166557",2329.80808977342,-0.0395434387048901,0.0481890483164779,-0.820589741577622,0.411879992884626,0.50092391406406,"TMED3","23423","transmembrane p24 trafficking protein 3"
"ENSG00000151445",394.131356221914,-0.0747702807912834,0.0911588692614083,-0.820219484917822,0.41209099606813,0.501134646564448,"VIPAS39","63894","VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog"
"ENSG00000258890",183.369709562286,0.106660239048975,0.13005846847529,0.820094533630767,0.412162218216667,0.501175371450496,"CEP95","90799","centrosomal protein 95"
"ENSG00000114416",2199.29857833916,-0.0417846388517294,0.0510893294405665,-0.817874090524882,0.413429086201984,0.502669820847194,"FXR1","8087","FMR1 autosomal homolog 1"
"ENSG00000225830",132.852283851463,0.127197977988357,0.155607125158928,0.817430293493596,0.413682569620894,0.502931980751004,"ERCC6","2074","ERCC excision repair 6, chromatin remodeling factor"
"ENSG00000107249",405.013492624239,0.0757201410535996,0.0926691204171748,0.817102188007452,0.413870032669617,0.503113836163084,"GLIS3","169792","GLIS family zinc finger 3"
"ENSG00000186976",14.8662312626366,0.369066691092164,0.451858295622548,0.816775291429988,0.414056854995766,0.503294879477786,"EFCAB6","64800","EF-hand calcium binding domain 6"
"ENSG00000155906",218.754368193429,-0.0991297844958748,0.121382730287407,-0.81667123701335,0.414116332859262,0.503321113930886,"RMND1","55005","required for meiotic nuclear division 1 homolog"
"ENSG00000163032",6.61957223881424,-0.560429463352918,0.68721727454116,-0.81550549457172,0.414783020725698,0.504085285138505,"VSNL1","7447","visinin like 1"
"ENSG00000066926",423.070191786757,-0.0772077634223158,0.0946907375868731,-0.815367641966906,0.414861900534151,0.504135019478005,"FECH","2235","ferrochelatase"
"ENSG00000168434",284.880954706961,-0.0861481938039304,0.105698080347359,-0.815040287589129,0.415049249536834,0.504316543074579,"COG7","91949","component of oligomeric golgi complex 7"
"ENSG00000054938",34.0298314204637,0.237640832882366,0.291619742364529,0.814899673648677,0.41512974000235,0.504368204053349,"CHRDL2","25884","chordin like 2"
"ENSG00000183889",4.09299946759614,-0.689339041573613,0.846730207639242,-0.814118872049635,0.41557685554419,0.504865251562969,"PKD1P1","339044","polycystin 1, transient receptor potential channel interacting pseudogene 1"
"ENSG00000116157",35.175067668345,-0.242028395200014,0.297423546208327,-0.813749947794949,0.415788213968287,0.505075823845508,"GPX7","2882","glutathione peroxidase 7"
"ENSG00000243749",4.14983063451743,0.703956843173402,0.865730793561443,0.813135963753195,0.416140108976179,0.505457057834623,"TMEM35B","100506144","transmembrane protein 35B"
"ENSG00000065485",717.802080702305,0.0600651394144536,0.0739172071202169,0.812600228750058,0.416447300378618,0.50578392864199,"PDIA5","10954","protein disulfide isomerase family A member 5"
"ENSG00000163467",2.31487596673894,-0.943907641368252,1.16168558878126,-0.812532797586411,0.416485975005846,0.505784650272254,"TSACC","128229","TSSK6 activating cochaperone"
"ENSG00000215440",44.9075854285961,-0.210622813741368,0.259335063702703,-0.812164813867292,0.416697066582104,0.505949558060455,"NPEPL1","79716","aminopeptidase like 1"
"ENSG00000204149",70.7739581438718,0.180192909854455,0.221867839727194,0.812163268349386,0.416697953291923,0.505949558060455,"AGAP6","414189","ArfGAP with GTPase domain, ankyrin repeat and PH domain 6"
"ENSG00000162676",4.03323941140553,-0.686596080633021,0.846370528418895,-0.811223994195132,0.417237048805276,0.506557813732328,"GFI1","2672","growth factor independent 1 transcriptional repressor"
"ENSG00000271092",4.67223520909144,-0.638128827876124,0.787132808185837,-0.810700330668298,0.417537783415645,0.506842615593565,"TMEM56-RWDD3","100527978","TMEM56-RWDD3 readthrough"
"ENSG00000180574",12.5395025135124,-0.398350102264384,0.491376142155425,-0.810682628010832,0.417547952102454,0.506842615593565,"EIF2S3B","255308","eukaryotic translation initiation factor 2 subunit gamma B"
"ENSG00000145388",273.911943196363,0.0868096698189946,0.107101938783346,0.810533131380559,0.417633831154284,0.506900534167157,"METTL14","57721","methyltransferase like 14"
"ENSG00000174529",20.6946275675469,-0.303600575908911,0.374631195346094,-0.810398545770961,0.417711153400784,0.506948057334541,"TMEM81","388730","transmembrane protein 81"
"ENSG00000143443",34.411315091519,0.235938779970937,0.291720691521529,0.808783150555244,0.418639889715268,0.507983094517526,"C1orf56","54964","chromosome 1 open reading frame 56"
"ENSG00000058335",5.58714132222311,0.583313863055245,0.721267187789269,0.808734783628713,0.418667715952416,0.507983094517526,"RASGRF1","5923","Ras protein specific guanine nucleotide releasing factor 1"
"ENSG00000186352",19.0968101707014,0.314718561455841,0.389158497998885,0.808715634051868,0.418678733299455,0.507983094517526,"ANKRD37","353322","ankyrin repeat domain 37"
"ENSG00000117528",992.175356656119,0.0536247197655364,0.0663318851963299,0.808430509804106,0.418842794327722,0.508135732029668,"ABCD3","5825","ATP binding cassette subfamily D member 3"
"ENSG00000126067",2022.45533531883,-0.0410288593022232,0.050779586871554,-0.807979383644945,0.419102450426614,0.508404306015735,"PSMB2","5690","proteasome subunit beta 2"
"ENSG00000168476",464.370393716386,-0.0709469459321101,0.0878398039142524,-0.807685613703864,0.419271587406896,0.508563034149625,"REEP4","80346","receptor accessory protein 4"
"ENSG00000149932",762.226854551023,0.0568600269876252,0.070483186384325,0.806717600387467,0.419829201570611,0.509192900672163,"TMEM219","124446","transmembrane protein 219"
"ENSG00000243708",1.47881216372745,-1.13042382493028,1.401387015031,-0.806646424439201,0.419870218941976,0.509196151204102,"PLA2G4B","100137049","phospholipase A2 group IVB"
"ENSG00000198093",84.5592552735831,0.154380003264461,0.191657526877303,0.805499297521944,0.420531611575009,0.509951690398911,"ZNF649","65251","zinc finger protein 649"
"ENSG00000109756",1290.74483897601,0.0522190136195115,0.0648486624956217,0.805244265801737,0.420678736892486,0.510054791195876,"RAPGEF2","9693","Rap guanine nucleotide exchange factor 2"
"ENSG00000021762",691.672141892599,-0.061453620592635,0.0763191590338894,-0.805218786089436,0.420693437550882,0.510054791195876,"OSBPL5","114879","oxysterol binding protein like 5"
"ENSG00000196436",21.0823726631416,0.297477196365952,0.369484546942092,0.805114040161942,0.42075387445118,0.510081504240651,"NPIPB15","440348","nuclear pore complex interacting protein family member B15"
"ENSG00000122986",5.51181895841076,-0.632867148010247,0.786165212314334,-0.805005281456294,0.420816632060653,0.510111025557141,"HVCN1","84329","hydrogen voltage gated channel 1"
"ENSG00000166133",122.593013419187,-0.126844036749085,0.157613896078436,-0.804776989244407,0.42094838259144,0.510224166597874,"RPUSD2","27079","RNA pseudouridine synthase domain containing 2"
"ENSG00000172554",2.5182122297719,0.89517529542892,1.11351479226445,0.803918638214481,0.421443965208894,0.510778241254177,"SNTG2","54221","syntrophin gamma 2"
"ENSG00000078814",9.2095060757021,-0.464030897328108,0.577386515488205,-0.803674635414286,0.421584906556757,0.510869418116579,"MYH7B","57644","myosin heavy chain 7B"
"ENSG00000177150",243.945372188996,0.0955050195281177,0.118838299110748,0.803655220941144,0.421596121967763,0.510869418116579,"FAM210A","125228","family with sequence similarity 210 member A"
"ENSG00000147394",38.2857068502613,-0.219246301949307,0.273228930474717,-0.802427113294267,0.422305934454653,0.511682851799553,"ZNF185","7739","zinc finger protein 185 with LIM domain"
"ENSG00000132467",816.69703770901,0.0540135374253575,0.0673599774899884,0.801863947080229,0.422631663123484,0.512030808137017,"UTP3","57050","UTP3, small subunit processome component"
"ENSG00000253767",19.0169976850995,0.324808901382474,0.406020311512499,0.799981902808019,0.423721282449985,0.513304092803786,"PCDHGA8","9708","protocadherin gamma subfamily A, 8"
"ENSG00000142961",150.494853411668,-0.121239001716657,0.151626555104822,-0.799589502200601,0.423948671706591,0.513532718432006,"MOB3C","148932","MOB kinase activator 3C"
"ENSG00000169026",7.00286802727742,0.511523174258166,0.639835756351943,0.799460125790159,0.424023658705373,0.513576713015208,"SLC49A3","84179","solute carrier family 49 member 3"
"ENSG00000152700",915.42679387454,-0.0516279463150999,0.0645905609185441,-0.799311007380916,0.424110097854514,0.51363456913501,"SAR1B","51128","secretion associated Ras related GTPase 1B"
"ENSG00000129128",2911.48298190638,-0.038674880643084,0.048398512913822,-0.799092333930759,0.424236874458433,0.513741262450484,"SPCS3","60559","signal peptidase complex subunit 3"
"ENSG00000214300",61.3838168596586,-0.183145702264142,0.229271417785521,-0.798816110761228,0.424397047356667,0.513888374782683,"SPDYE3","441272","speedy/RINGO cell cycle regulator family member E3"
"ENSG00000084444",204.41493542177,0.0990390406817828,0.124025984773214,0.798534604364397,0.424560320194657,0.514014095739116,"FAM234B","57613","family with sequence similarity 234 member B"
"ENSG00000166321",19.5385451498763,-0.32086559300993,0.401833594859898,-0.798503652044827,0.424578274684072,0.514014095739116,"NUDT13","25961","nudix hydrolase 13"
"ENSG00000088970",135.58669778497,-0.12241060117378,0.153371434346882,-0.798131684006566,0.424794076620849,0.514228483929832,"KIZ","55857","kizuna centrosomal protein"
"ENSG00000275464",96.4638015722326,-0.148198867123772,0.185761141396162,-0.797792616959199,0.424990846459991,0.514419796106953,"LOC102724159","102724159","periodic tryptophan protein 2 homolog"
"ENSG00000197046",42.8820868196077,0.224124385124438,0.281158270188508,0.797146692409827,0.425365841356391,0.514826781929615,"SIGLEC15","284266","sialic acid binding Ig like lectin 15"
"ENSG00000030066",782.966790335785,0.0575508727432978,0.0722962394826012,0.796042410437516,0.426007385370562,0.515556272664402,"NUP160","23279","nucleoporin 160"
"ENSG00000149798",408.354222733172,-0.072210843802699,0.0907249856589724,-0.795931168004077,0.426072044096466,0.515582985010649,"CDC42EP2","10435","CDC42 effector protein 2"
"ENSG00000260456",11.2703553160545,0.415694110892567,0.522313514231932,0.795870869823941,0.426107094297688,0.515582985010649,"C16orf95","100506581","chromosome 16 open reading frame 95"
"ENSG00000117016",7.6358116102238,-0.488540078679453,0.614097050559084,-0.795542134968208,0.426298211285647,0.515767247430858,"RIMS3","9783","regulating synaptic membrane exocytosis 3"
"ENSG00000177156",3003.93038189221,-0.0364310306588155,0.0457987504462065,-0.795459053006392,0.426346520661654,0.515778712763283,"TALDO1","6888","transaldolase 1"
"ENSG00000164483",18.8872856150778,-0.308113973184306,0.387586087699732,-0.794956225113544,0.426638966358926,0.516085496464413,"SAMD3","154075","sterile alpha motif domain containing 3"
"ENSG00000101400",178.162930033355,-0.105957494332474,0.133329136680794,-0.794706220787653,0.426784412889438,0.516214422365678,"SNTA1","6640","syntrophin alpha 1"
"ENSG00000157343",2.30845506118961,-0.914558764581263,1.15094247165987,-0.794617269846949,0.426836169387579,0.516230012912569,"ARMC12","221481","armadillo repeat containing 12"
"ENSG00000118507",35.6650025869409,0.231352660414843,0.291236678555678,0.794380232469976,0.426974108496923,0.51634982327744,"AKAP7","9465","A-kinase anchoring protein 7"
"ENSG00000164404",1.8482708567499,-1.0007332867746,1.26045602944017,-0.793945416103945,0.427227208617413,0.516608866064865,"GDF9","2661","growth differentiation factor 9"
"ENSG00000268279",4.91989725217052,0.610260135791517,0.768990319110566,0.793586239807751,0.427436345691582,0.516814705823905,NA,NA,NA
"ENSG00000163623",7.97430484801962,-0.490204784808406,0.617804850189877,-0.793462182528585,0.42750859420115,0.516855010757298,"NKX6-1","4825","NK6 homeobox 1"
"ENSG00000112624",225.906890730383,0.0938946742135786,0.118572366985508,0.791876527395749,0.428432674701283,0.517925073758299,"BICRAL","23506","BRD4 interacting chromatin remodeling complex associated protein like"
"ENSG00000196704",781.080477442442,-0.0549995058380449,0.0695148397053336,-0.791190860414586,0.428832624047808,0.518361386294411,"AMZ2","51321","archaelysin family metallopeptidase 2"
"ENSG00000183891",25.2216148343323,0.26458080722831,0.334457992643486,0.791073357634897,0.428901185169193,0.51839708266605,"TTC32","130502","tetratricopeptide repeat domain 32"
"ENSG00000118971",726.745296351123,0.0685627951133238,0.0866965901314979,0.790836121805143,0.429039628164542,0.518517228506046,"CCND2","894","cyclin D2"
"ENSG00000135124",123.021076593521,-0.125198150548618,0.158339223435567,-0.790695746967364,0.429121558516746,0.518569060160078,"P2RX4","5025","purinergic receptor P2X 4"
"ENSG00000160013",62.2636629806401,0.178412567980279,0.225677844431015,0.790563063158006,0.42919900832906,0.518615468397614,"PTGIR","5739","prostaglandin I2 receptor"
"ENSG00000158062",109.636462584618,0.130455950168409,0.165040092894145,0.790450052958235,0.429264980725322,0.518648000909099,"UBXN11","91544","UBX domain protein 11"
"ENSG00000099625",191.903751287817,0.10596498649125,0.134092533899968,0.79023778139877,0.429388915236295,0.51875055231658,"CBARP","255057","CACN subunit beta associated regulatory protein"
"ENSG00000162994",39.2693959761997,0.213556330940587,0.270281308825829,0.790126153629826,0.429454097325186,0.518782111930252,"CLHC1","130162","clathrin heavy chain linker domain containing 1"
"ENSG00000053501",160.4802677514,-0.113709400657202,0.14397422696148,-0.789789971837285,0.429650436537424,0.518972089677162,"USE1","55850","unconventional SNARE in the ER 1"
"ENSG00000115267",29.4165916448426,-0.252910424894692,0.320414696437159,-0.789322174378772,0.429923729589129,0.519254976484751,"IFIH1","64135","interferon induced with helicase C domain 1"
"ENSG00000163900",289.169066470056,0.0834615707869274,0.105756648303603,0.789185097350369,0.430003830803539,0.519302092850281,"TMEM41A","90407","transmembrane protein 41A"
"ENSG00000164855",8.6547047451113,-0.46029659540912,0.583304528069577,-0.789118844889569,0.430042548657598,0.519302092850281,"TMEM184A","202915","transmembrane protein 184A"
"ENSG00000160214",465.111178736905,-0.072873461514556,0.0923553984174806,-0.789054703495955,0.430080034735212,0.519302092850281,"RRP1","8568","ribosomal RNA processing 1"
"ENSG00000105136",124.971635723203,0.127680575484971,0.161846403769948,0.788899675932615,0.430170645142134,0.519364285862906,"ZNF419","79744","zinc finger protein 419"
"ENSG00000100399",6.33656408172883,0.556441412345463,0.705520867330649,0.788695895630655,0.430289767375326,0.519460888045726,"CHADL","150356","chondroadherin like"
"ENSG00000121931",203.025585924599,-0.0959511134849866,0.121770091334707,-0.787969463053514,0.430714568070347,0.519926464883246,"LRIF1","55791","ligand dependent nuclear receptor interacting factor 1"
"ENSG00000082515",245.699764181043,-0.0907894876173199,0.115362273623278,-0.786994610680072,0.431285021024006,0.520537172591063,"MRPL22","29093","mitochondrial ribosomal protein L22"
"ENSG00000196912",21.5823397512213,0.292609633166399,0.371817576738302,0.786970954233151,0.431298869474827,0.520537172591063,"ANKRD36B","57730","ankyrin repeat domain 36B"
"ENSG00000148291",103.251596446614,-0.135283569724339,0.171951460799458,-0.786754407873957,0.431425647390718,0.520642871946531,"SURF2","6835","surfeit 2"
"ENSG00000100813",2531.58833394956,0.0382669404083402,0.0486560719656982,0.78647821047531,0.431587379587292,0.520790730960154,"ACIN1","22985","apoptotic chromatin condensation inducer 1"
"ENSG00000164574",4621.14483615517,0.0383596276971523,0.0487795052605318,0.786388207348006,0.431640090076331,0.520807020021242,"GALNT10","55568","polypeptide N-acetylgalactosaminyltransferase 10"
"ENSG00000115539",304.213303862595,-0.0808818892599451,0.102865332806923,-0.786289093253212,0.431698140735887,0.520829748864934,"PDCL3","79031","phosducin like 3"
"ENSG00000108474",66.2082010370143,-0.17176818054638,0.21868847084488,-0.7854468956812,0.43219159442685,0.521339960845202,"PIGL","9487","phosphatidylinositol glycan anchor biosynthesis class L"
"ENSG00000197296",317.203064258632,0.0784168890481408,0.0998390129019487,0.785433336817478,0.432199541399377,0.521339960845202,"FITM2","128486","fat storage inducing transmembrane protein 2"
"ENSG00000080200",484.475336528961,-0.0684040839704964,0.0871692420252478,-0.784727300378312,0.43261347266533,0.521791876492999,"CRYBG3","131544","crystallin beta-gamma domain containing 3"
"ENSG00000180096",17.4625934626179,0.318731290016715,0.406278403953486,0.784514478040546,0.432738290006678,0.521895030225071,"SEPT1","1731","septin 1"
"ENSG00000215021",1917.19298401196,-0.0444089752571252,0.0566362390108604,-0.784108832661177,0.432976253098781,0.522131896074624,"PHB2","11331","prohibitin 2"
"ENSG00000111364",200.360878816942,-0.0967426401243795,0.123389037185927,-0.784045668324684,0.433013313903176,0.522131896074624,"DDX55","57696","DEAD-box helicase 55"
"ENSG00000156469",133.534663480081,0.118436772053636,0.151254145033928,0.78303157924743,0.433608567942345,0.52280219675111,"MTERF3","51001","mitochondrial transcription termination factor 3"
"ENSG00000131503",12.7543223831521,0.370715643660056,0.473650277383396,0.782677982810471,0.433816234581053,0.523005103722025,"ANKHD1","54882","ankyrin repeat and KH domain containing 1"
"ENSG00000276256",92.5459819727722,0.14393264537142,0.183946181636028,0.782471503845718,0.433937525939692,0.523103850020965,"LOC389831","389831","uncharacterized LOC389831"
"ENSG00000089050",316.580972096636,0.0860205637501684,0.110016095427526,0.78189071713452,0.434278800931599,0.523467740627416,"RBBP9","10741","RB binding protein 9, serine hydrolase"
"ENSG00000184209",166.306978392822,-0.109708952775879,0.140343033927003,-0.78171997359657,0.4343791607087,0.523541198959433,"SNRNP35","11066","small nuclear ribonucleoprotein U11/U12 subunit 35"
"ENSG00000169314",4.03747098115806,-0.655922004587374,0.840127121145132,-0.780741376011433,0.434954619982696,0.524187211923615,"C22orf15","150248","chromosome 22 open reading frame 15"
"ENSG00000121310",88.018964947784,-0.146128158650263,0.18719961762057,-0.780600732563709,0.435037360792449,0.524239360011369,"ECHDC2","55268","enoyl-CoA hydratase domain containing 2"
"ENSG00000213593",1060.42477094099,-0.0491820514290081,0.0630425370002885,-0.780140739399226,0.435308039092397,0.524517951122672,"TMX2","51075","thioredoxin related transmembrane protein 2"
"ENSG00000175356",24.5360666536699,0.266450129121452,0.341586137447311,0.780037887698389,0.435368574420588,0.524543306010001,"SCUBE2","57758","signal peptide, CUB domain and EGF like domain containing 2"
"ENSG00000155438",472.344758666566,-0.0682843720975854,0.087574294712114,-0.77973076828148,0.435549364308265,0.524713528956225,"NIFK","84365","nucleolar protein interacting with the FHA domain of MKI67"
"ENSG00000187672",2.91788002989854,0.785657857370667,1.00788607748142,0.779510576566281,0.435679009710665,0.5248221120059,"ERC2","26059","ELKS/RAB6-interacting/CAST family member 2"
"ENSG00000180376",98.1369239168588,0.142624404642683,0.183044329205738,0.779179585959073,0.435873933618402,0.525009303193944,"CCDC66","285331","coiled-coil domain containing 66"
"ENSG00000104856",290.77169994547,0.0885090920446516,0.11364191058798,0.778841992243071,0.436072797959559,0.52520120624763,"RELB","5971","RELB proto-oncogene, NF-kB subunit"
"ENSG00000171720",697.854919105196,-0.0579912418740782,0.0744675687415092,-0.778744933588158,0.436129981408586,0.525203037009687,"HDAC3","8841","histone deacetylase 3"
"ENSG00000213465",301.254591036985,-0.0798568981940499,0.102556728869315,-0.778660738056587,0.436179589871607,0.525203037009687,"ARL2","402","ADP ribosylation factor like GTPase 2"
"ENSG00000143126",272.486544785945,-0.0845758460087801,0.108620229421289,-0.778638071926257,0.43619294543396,0.525203037009687,"CELSR2","1952","cadherin EGF LAG seven-pass G-type receptor 2"
"ENSG00000241962",2.26845551396897,-0.902796105121378,1.15971493126043,-0.778463811050686,0.436295633029266,0.52527906072287,NA,NA,NA
"ENSG00000105726",1409.97202359942,-0.049568708487301,0.063680844237638,-0.778392765999227,0.436337502106899,0.525281854707136,"ATP13A1","57130","ATPase 13A1"
"ENSG00000241360",33.7675653078669,0.229922496618391,0.295661421969681,0.777654707491628,0.436772600097284,0.52571833150041,"PDXP","57026","pyridoxal phosphatase"
"ENSG00000280184",4.30135870379258,0.637281856158451,0.81950391288901,0.777643457383665,0.436779234159541,0.52571833150041,NA,NA,NA
"ENSG00000026559",608.364679936015,-0.0618057537092445,0.0794952103855903,-0.77747770475047,0.436876983351631,0.525788337520512,"KCNG1","3755","potassium voltage-gated channel modifier subfamily G member 1"
"ENSG00000184432",6238.75650305512,-0.0332726089057187,0.0428115932389971,-0.777186887672534,0.437048517157845,0.525947123755594,"COPB2","9276","coatomer protein complex subunit beta 2"
"ENSG00000203872",3.23694856609862,0.729264654234729,0.938435549257174,0.777106808040236,0.437095757658009,0.52595631937069,"C6orf163","206412","chromosome 6 open reading frame 163"
"ENSG00000107798",810.2916940019,0.0531634654120707,0.0684597467180896,0.776565324306451,0.437415266367267,0.526221218609397,"LIPA","3988","lipase A, lysosomal acid type"
"ENSG00000204228",3.61467313749433,-0.686023252015433,0.883434914000708,-0.776540796773267,0.437429742302179,0.526221218609397,"HSD17B8","7923","hydroxysteroid 17-beta dehydrogenase 8"
"ENSG00000106459",177.969053347374,-0.11258306825497,0.144981823459066,-0.776532296041625,0.437434759423758,0.526221218609397,"NRF1","4899","nuclear respiratory factor 1"
"ENSG00000178028",279.82548118307,-0.0855117744435679,0.110141161439421,-0.776383445807413,0.437522616019839,0.526269270307041,"DMAP1","55929","DNA methyltransferase 1 associated protein 1"
"ENSG00000131477",4.76826103507214,-0.627505996537765,0.808297633962488,-0.77633036417732,0.4375539491041,0.526269270307041,"RAMP2","10266","receptor activity modifying protein 2"
"ENSG00000198081",117.730288860689,-0.127468293144476,0.164284103601822,-0.775901565336002,0.437807108308326,0.52652607864462,"ZBTB14","7541","zinc finger and BTB domain containing 14"
"ENSG00000135597",465.351178699548,-0.0679894510769477,0.08766743612209,-0.775538262374438,0.438021665223896,0.526736419873589,"REPS1","85021","RALBP1 associated Eps domain containing 1"
"ENSG00000147121",149.305100526978,0.119878000189765,0.154653110015041,0.775141218809675,0.438256217572428,0.526970766050787,"KRBOX4","55634","KRAB box domain containing 4"
"ENSG00000142279",477.3174504645,0.0695232604870989,0.0898232574313818,0.774000659464053,0.438930401275934,0.527733646215891,"WTIP","126374","WT1 interacting protein"
"ENSG00000176102",466.344955691663,0.0666934179515986,0.0862268495380362,0.773464626260975,0.439247455764215,0.528067044484096,"CSTF3","1479","cleavage stimulation factor subunit 3"
"ENSG00000132718",1474.22634376115,0.0500386067866231,0.0647313763512684,0.77301935486565,0.439510926164674,0.528335968985356,"SYT11","23208","synaptotagmin 11"
"ENSG00000134198",20.1328462481796,0.300626236401115,0.389069490171305,0.772680058435709,0.439711751280897,0.528529545747772,"TSPAN2","10100","tetraspanin 2"
"ENSG00000175175",4.29896879696432,-0.623450527195869,0.806984456225021,-0.772568198044728,0.439777971524449,0.528561308278684,"PPM1E","22843","protein phosphatase, Mg2+/Mn2+ dependent 1E"
"ENSG00000130684",24.7702373228438,0.276194897077054,0.357614140916053,0.772326553892869,0.439921042003477,0.528685421633205,"ZNF337","26152","zinc finger protein 337"
"ENSG00000196391",22.5998678333951,-0.285931427938376,0.370425906043181,-0.771899112004992,0.44017418331471,0.528941780764135,"ZNF774","342132","zinc finger protein 774"
"ENSG00000151576",255.11347181912,-0.0879994444863781,0.114032781653463,-0.771703041970873,0.440290328627991,0.529033485148994,"QTRT2","79691","queuine tRNA-ribosyltransferase accessory subunit 2"
"ENSG00000172671",38.4276037036852,-0.218977224589174,0.283906343157499,-0.771300923233319,0.440528585265626,0.529271883265314,"ZFAND4","93550","zinc finger AN1-type containing 4"
"ENSG00000139428",117.78712371279,-0.132017600724349,0.17121433033124,-0.771066303088889,0.440667632593502,0.529391054278843,"MMAB","326625","metabolism of cobalamin associated B"
"ENSG00000105135",739.941461712585,0.0547265081674226,0.0709947727821887,0.770852642001166,0.440794280449765,0.529495309119452,"ILVBL","10994","ilvB acetolactate synthase like"
"ENSG00000179598",23.4438020395159,0.270242841569718,0.350616358671611,0.770765068103479,0.440846196006188,0.529509782542429,"PLD6","201164","phospholipase D family member 6"
"ENSG00000170430",194.290479661376,0.0985621902702691,0.128004023683778,0.769992906736725,0.441304100346156,0.530011851053228,"MGMT","4255","O-6-methylguanine-DNA methyltransferase"
"ENSG00000174332",54.5577415624595,0.180529241599819,0.234600927201593,0.769516317574865,0.441586861450222,0.530303498533622,"GLIS1","148979","GLIS family zinc finger 1"
"ENSG00000146006",20.9907280451576,-0.286509082293033,0.372734208163901,-0.768668600889586,0.442090069404234,0.530859804884462,"LRRTM2","26045","leucine rich repeat transmembrane neuronal 2"
"ENSG00000186767",90.9416488229228,-0.143545078286047,0.186779111155343,-0.768528543679928,0.442173239490567,0.530911676632951,"SPIN4","139886","spindlin family member 4"
"ENSG00000122692",1178.15976967146,0.0465535593568124,0.0605991565032108,0.768221243382253,0.44235575480698,0.531082810751723,"SMU1","55234","SMU1, DNA replication regulator and spliceosomal factor"
"ENSG00000110921",171.53099628654,-0.104751541592399,0.1363765141513,-0.768105434020586,0.442424548811322,0.53108483635634,"MVK","4598","mevalonate kinase"
"ENSG00000143994",3.36196434263188,0.759597572997121,0.989022988979075,0.768028227312714,0.442470415158072,0.53108483635634,"ABHD1","84696","abhydrolase domain containing 1"
"ENSG00000105559",579.358837084529,0.0643465232623647,0.0837827383521037,0.768016473655268,0.442477397915921,0.53108483635634,"PLEKHA4","57664","pleckstrin homology domain containing A4"
"ENSG00000135473",120.59379861299,0.122956422757145,0.160112501597439,0.767937678384958,0.442524211210098,0.531093030929116,"PAN2","9924","poly(A) specific ribonuclease subunit PAN2"
"ENSG00000196151",67.5804251108223,-0.160549257236384,0.2091759415684,-0.767532136021886,0.442765194004875,0.531334234439171,"WDSUB1","151525","WD repeat, sterile alpha motif and U-box domain containing 1"
"ENSG00000064225",37.3610532591639,0.213076830806356,0.277714022145791,0.76725269095162,0.442931290486246,0.53148553620366,"ST3GAL6","10402","ST3 beta-galactoside alpha-2,3-sialyltransferase 6"
"ENSG00000002587",1.61392192116508,1.03524845158518,1.34945313108117,0.767161472852155,0.442985516384961,0.531502586144991,"HS3ST1","9957","heparan sulfate-glucosamine 3-sulfotransferase 1"
"ENSG00000166260",489.921581336081,-0.0663770296068657,0.08660902713246,-0.766398513001982,0.443439217329025,0.531998887594988,"COX11","1353","cytochrome c oxidase copper chaperone COX11"
"ENSG00000186212",2.51398066001936,0.843646316710504,1.10133909137719,0.766018679728826,0.443665187553365,0.532221913031413,"SOWAHB","345079","sosondowah ankyrin repeat domain family member B"
"ENSG00000135845",210.22236736142,0.0945659516781575,0.123477008105674,0.765858787226413,0.443760330389884,0.532287971483649,"PIGC","5279","phosphatidylinositol glycan anchor biosynthesis class C"
"ENSG00000183665",166.827416522305,0.104281879424346,0.136201858988145,0.765642115306392,0.443889277985968,0.53239456295915,"TRMT12","55039","tRNA methyltransferase 12 homolog"
"ENSG00000127325",2.20049418397341,-0.878953469165004,1.14823274174783,-0.765483718768611,0.443983557788035,0.532459558875005,"BEST3","144453","bestrophin 3"
"ENSG00000117625",357.08041181844,-0.0729554851872531,0.0954324008562306,-0.764472909962319,0.444585474333346,0.533133285490746,"RCOR3","55758","REST corepressor 3"
"ENSG00000135502",3.6892838740985,-0.691099029765141,0.904859268002367,-0.76376410587125,0.445007830629997,0.533585172463285,"SLC26A10","65012","solute carrier family 26 member 10"
"ENSG00000068078",14.1323647760195,-0.346606677769365,0.453848500207999,-0.763705680663294,0.445042654761953,0.533585172463285,"FGFR3","2261","fibroblast growth factor receptor 3"
"ENSG00000116857",808.219319685305,0.0520472395350396,0.0681769325855509,0.763414215940689,0.445216404456563,0.533745309503752,"TMEM9","252839","transmembrane protein 9"
